day_of_year,year,fact_fragment,fact_statement,was_submitted
62,1807,"the U.S. Congress passes the Act Prohibiting Importation of Slaves, disallowing the importation of new slaves into the country","March 2 is the day in 1807 that the U.S. Congress passes the Act Prohibiting Importation of Slaves, disallowing the importation of new slaves into the country.",False
62,1808,"the inaugural meeting of the Wernerian Natural History Society, a former Scottish learned society, is held in Edinburgh","March 2 is the day in 1808 that the inaugural meeting of the Wernerian Natural History Society, a former Scottish learned society, is held in Edinburgh.",False
62,1825,"Roberto Cofresí, one of the last successful Caribbean pirates, is defeated in combat and captured by authorities","March 2 is the day in 1825 that Roberto Cofresí, one of the last successful Caribbean pirates, is defeated in combat and captured by authorities.",False
62,1855,Alexander II becomes Tsar of Russia,March 2 is the day in 1855 that Alexander II becomes Tsar of Russia.,False
62,1867,the U.S. Congress passes the first Reconstruction Act,March 2 is the day in 1867 that the U.S. Congress passes the first Reconstruction Act.,False
62,1882,queen Victoria narrowly escapes an assassination attempt by Roderick McLean in Windsor,March 2 is the day in 1882 that queen Victoria narrowly escapes an assassination attempt by Roderick McLean in Windsor.,False
62,1888,"the Convention of Constantinople is signed, guaranteeing free maritime passage through the Suez Canal during war and peace","March 2 is the day in 1888 that the Convention of Constantinople is signed, guaranteeing free maritime passage through the Suez Canal during war and peace.",False
62,1901,"the U.S. Congress passes the Platt Amendment, limiting the autonomy of Cuba as a condition of the withdrawal of American troops","March 2 is the day in 1901 that the U.S. Congress passes the Platt Amendment, limiting the autonomy of Cuba as a condition of the withdrawal of American troops.",False
62,1917,the enactment of the Jones-Shafroth Act grants Puerto Ricans United States citizenship,March 2 is the day in 1917 that the enactment of the Jones-Shafroth Act grants Puerto Ricans United States citizenship.,False
62,1919,the first Communist International meets in Moscow,March 2 is the day in 1919 that the first Communist International meets in Moscow.,False
62,1933,the film King Kong opens at New York's Radio City Music Hall,March 2 is the day in 1933 that the film King Kong opens at New York's Radio City Music Hall.,False
62,1937,"the Steel Workers Organizing Committee signs a collective bargaining agreement with U.S. Steel, leading to unionization of the United States steel industry","March 2 is the day in 1937 that the Steel Workers Organizing Committee signs a collective bargaining agreement with U.S. Steel, leading to unionization of the United States steel industry.",False
62,1939,Cardinal Eugenio Pacelli is elected Pope and takes the name Pius XII,March 2 is the day in 1939 that Cardinal Eugenio Pacelli is elected Pope and takes the name Pius XII.,False
62,1946,Ho Chi Minh is elected the President of North Vietnam,March 2 is the day in 1946 that Ho Chi Minh is elected the President of North Vietnam.,False
62,1949,"Captain James Gallagher lands his B-50 Superfortress Lucky Lady II in Fort Worth, Texas after completing the first non-stop around-the-world airplane flight in 94 hours and one minute","March 2 is the day in 1949 that Captain James Gallagher lands his B-50 Superfortress Lucky Lady II in Fort Worth, Texas after completing the first non-stop around-the-world airplane flight in 94 hours and one minute.",False
62,1949,"the first automatic street light is installed in New Milford, Connecticut","March 2 is the day in 1949 that the first automatic street light is installed in New Milford, Connecticut.",False
62,1953,the Academy Awards are first broadcast on television by NBC,March 2 is the day in 1953 that the Academy Awards are first broadcast on television by NBC.,False
62,1956,Morocco gains its independence from France,March 2 is the day in 1956 that Morocco gains its independence from France.,False
62,1962,wilt Chamberlain sets the single-game scoring record in the National Basketball Association by scoring 100 points,March 2 is the day in 1962 that wilt Chamberlain sets the single-game scoring record in the National Basketball Association by scoring 100 points.,False
62,1965,"the US and South Vietnamese Air Force begin Operation Rolling Thunder, a sustained bombing campaign against North Vietnam","March 2 is the day in 1965 that the US and South Vietnamese Air Force begin Operation Rolling Thunder, a sustained bombing campaign against North Vietnam.",False
62,1970,"Rhodesia declares itself a republic, breaking its last links with the British crown","March 2 is the day in 1970 that Rhodesia declares itself a republic, breaking its last links with the British crown.",False
62,1972,"the Pioneer 10 space probe is launched from Cape Canaveral, Florida with a mission to explore the outer planets","March 2 is the day in 1972 that the Pioneer 10 space probe is launched from Cape Canaveral, Florida with a mission to explore the outer planets.",False
62,1989,twelve European Community nations agree to ban the production of all chlorofluorocarbons (CFCs) by the end of the century,March 2 is the day in 1989 that twelve European Community nations agree to ban the production of all chlorofluorocarbons (CFCs) by the end of the century.,False
62,1990,Nelson Mandela is elected deputy President of the African National Congress,March 2 is the day in 1990 that Nelson Mandela is elected deputy President of the African National Congress.,False
62,1991,Battle at Rumaila Oil Field brings an end to the 1991 Gulf War,March 2 is the day in 1991 that Battle at Rumaila Oil Field brings an end to the 1991 Gulf War.,False
62,1992,"Armenia, Azerbaijan, Kazakhstan, Kyrgyzstan, Moldova, San Marino, Tajikistan, Turkmenistan and Uzbekistan join the United Nations","March 2 is the day in 1992 that Armenia, Azerbaijan, Kazakhstan, Kyrgyzstan, Moldova, San Marino, Tajikistan, Turkmenistan and Uzbekistan join the United Nations.",False
62,1998,Data sent from the Galileo spacecraft indicates that Jupiter's moon Europa has a liquid ocean under a thick crust of ice,March 2 is the day in 1998 that Data sent from the Galileo spacecraft indicates that Jupiter's moon Europa has a liquid ocean under a thick crust of ice.,False
63,1284,the Statute of Rhuddlan incorporates the Principality of Wales into England,March 3 is the day in 1284 that the Statute of Rhuddlan incorporates the Principality of Wales into England.,False
63,1585,"the Olympic Theatre, designed by Andrea Palladio, is inaugurated in Vicenza","March 3 is the day in 1585 that the Olympic Theatre, designed by Andrea Palladio, is inaugurated in Vicenza.",False
63,1820,the U.S. Congress passes the Missouri Compromise,March 3 is the day in 1820 that the U.S. Congress passes the Missouri Compromise.,False
63,1845,Florida is admitted as the 27th U.S. state,March 3 is the day in 1845 that Florida is admitted as the 27th U.S. state.,False
63,1861,"Alexander II of Russia signs the Emancipation Manifesto, freeing serfs","March 3 is the day in 1861 that Alexander II of Russia signs the Emancipation Manifesto, freeing serfs.",False
63,1875,"the first ever organized indoor game of ice hockey is played in Montreal, Canada as recorded in The Montreal Gazette","March 3 is the day in 1875 that the first ever organized indoor game of ice hockey is played in Montreal, Canada as recorded in The Montreal Gazette.",False
63,1878,the Russo-Turkish War ends as Bulgaria regains its independence from Ottoman Empire according to the Treaty of San Stefano; shortly after Congress of Berlin stripped its status to an autonomous state of the Ottoman Empire,March 3 is the day in 1878 that the Russo-Turkish War ends as Bulgaria regains its independence from Ottoman Empire according to the Treaty of San Stefano; shortly after Congress of Berlin stripped its status to an autonomous state of the Ottoman Empire.,False
63,1885,the American Telephone & Telegraph Company is incorporated in New York,March 3 is the day in 1885 that the American Telephone & Telegraph Company is incorporated in New York.,False
63,1904,"Kaiser Wilhelm II of Germany becomes the first person to make a sound recording of a political document, using Thomas Edison's phonograph cylinder","March 3 is the day in 1904 that Kaiser Wilhelm II of Germany becomes the first person to make a sound recording of a political document, using Thomas Edison's phonograph cylinder.",False
63,1905,"Tsar Nicholas II of Russia agrees to create an elected assembly, the Duma","March 3 is the day in 1905 that Tsar Nicholas II of Russia agrees to create an elected assembly, the Duma.",False
63,1915,"NACA, the predecessor of NASA, is founded","March 3 is the day in 1915 that NACA, the predecessor of NASA, is founded.",False
63,1918,"Germany, Austria and Russia sign the Treaty of Brest-Litovsk ending Russia's involvement in World War I, and leading to the independence of Finland, Estonia, Latvia, Lithuania and Poland","March 3 is the day in 1918 that Germany, Austria and Russia sign the Treaty of Brest-Litovsk ending Russia's involvement in World War I, and leading to the independence of Finland, Estonia, Latvia, Lithuania and Poland.",False
63,1924,the 1400-year-old Islamic caliphate is abolished when Caliph Abdul Mejid II of the Ottoman Empire is deposed,March 3 is the day in 1924 that the 1400-year-old Islamic caliphate is abolished when Caliph Abdul Mejid II of the Ottoman Empire is deposed.,False
63,1924,the Free State of Fiume is annexed by Kingdom of Italy,March 3 is the day in 1924 that the Free State of Fiume is annexed by Kingdom of Italy.,False
63,1931,the United States adopts The Star-Spangled Banner as its national anthem,March 3 is the day in 1931 that the United States adopts The Star-Spangled Banner as its national anthem.,False
63,1944,the Order of Nakhimov and Order of Ushakov are instituted in USSR as the highest naval awards,March 3 is the day in 1944 that the Order of Nakhimov and Order of Ushakov are instituted in USSR as the highest naval awards.,False
63,1951,"Jackie Brenston, with Ike Turner and his band, records ""Rocket 88"", often cited as ""the first rock and roll record"", at Sam Phillips' recording studios in Memphis, Tennessee","March 3 is the day in 1951 that Jackie Brenston, with Ike Turner and his band, records ""Rocket 88"", often cited as ""the first rock and roll record"", at Sam Phillips' recording studios in Memphis, Tennessee.",False
63,1953,"a Canadian Pacific Airlines De Havilland Comet crashes in Karachi, Pakistan, killing 11","March 3 is the day in 1953 that a Canadian Pacific Airlines De Havilland Comet crashes in Karachi, Pakistan, killing 11.",False
63,1958,Nuri as-Said becomes the prime minister of Iraq for the 14th time,March 3 is the day in 1958 that Nuri as-Said becomes the prime minister of Iraq for the 14th time.,False
63,1972,Mohawk Airlines Flight 405 crashes as a result of a control malfunction and insufficient training in emergency procedures,March 3 is the day in 1972 that Mohawk Airlines Flight 405 crashes as a result of a control malfunction and insufficient training in emergency procedures.,False
63,1980,the USS Nautilus is decommissioned and stricken from the Naval Vessel Register,March 3 is the day in 1980 that the USS Nautilus is decommissioned and stricken from the Naval Vessel Register.,False
63,1985,Arthur Scargill declares that the National Union of Mineworkers national executive voted to end the longest-running industrial dispute in Great Britain without any peace deal over pit closures,March 3 is the day in 1985 that Arthur Scargill declares that the National Union of Mineworkers national executive voted to end the longest-running industrial dispute in Great Britain without any peace deal over pit closures.,False
63,1985,"a magnitude 8.3 earthquake struck the Valparaíso Region of Chile, killing 177 and leaving nearly a million people homeless","March 3 is the day in 1985 that a magnitude 8.3 earthquake struck the Valparaíso Region of Chile, killing 177 and leaving nearly a million people homeless.",False
63,1991,an amateur video captures the beating of Rodney King by Los Angeles police officers,March 3 is the day in 1991 that an amateur video captures the beating of Rodney King by Los Angeles police officers.,False
63,1991,"United Airlines Flight 585 crashes on approach into Colorado Springs, Colorado, killing 25","March 3 is the day in 1991 that United Airlines Flight 585 crashes on approach into Colorado Springs, Colorado, killing 25.",False
63,1997,"the tallest free-standing structure in the Southern Hemisphere, Sky Tower in downtown Auckland, New Zealand, opens after two-and-a-half years of construction","March 3 is the day in 1997 that the tallest free-standing structure in the Southern Hemisphere, Sky Tower in downtown Auckland, New Zealand, opens after two-and-a-half years of construction.",False
63,2005,Steve Fossett becomes the first person to fly an airplane non-stop around the world solo without refueling,March 3 is the day in 2005 that Steve Fossett becomes the first person to fly an airplane non-stop around the world solo without refueling.,False
63,2009,"the building of the Historisches Archiv der Stadt Köln (Historical Archives) in Cologne, Germany, collapses","March 3 is the day in 2009 that the building of the Historisches Archiv der Stadt Köln (Historical Archives) in Cologne, Germany, collapses.",False
64,51,"Nero, later to become Roman Emperor, is given the title princeps iuventutis (head of the youth)","March 4 is the day in 51 that Nero, later to become Roman Emperor, is given the title princeps iuventutis (head of the youth).",False
64,306,Martyrdom of Saint Adrian of Nicomedia,March 4 is the day in 306 that Martyrdom of Saint Adrian of Nicomedia.,False
64,1152,Frederick I Barbarossa is elected King of the Germans,March 4 is the day in 1152 that Frederick I Barbarossa is elected King of the Germans.,False
64,1238,the Battle of the Sit River is fought in the northern part of the present-day Yaroslavl Oblast of Russia between the Mongol Hordes of Batu Khan and the Russians under Yuri II of Vladimir-Suzdal during the Mongol invasion of Russia,March 4 is the day in 1238 that the Battle of the Sit River is fought in the northern part of the present-day Yaroslavl Oblast of Russia between the Mongol Hordes of Batu Khan and the Russians under Yuri II of Vladimir-Suzdal during the Mongol invasion of Russia.,False
64,1351,Ramathibodi becomes King of Siam,March 4 is the day in 1351 that Ramathibodi becomes King of Siam.,False
64,1386,Władysław II Jagiełło (Jogaila) is crowned King of Poland,March 4 is the day in 1386 that Władysław II Jagiełło (Jogaila) is crowned King of Poland.,False
64,1493,"Explorer Christopher Columbus arrives back in Lisbon, Portugal, aboard his ship Niña from his voyage to what is now The Bahamas and other islands in the Caribbean","March 4 is the day in 1493 that Explorer Christopher Columbus arrives back in Lisbon, Portugal, aboard his ship Niña from his voyage to what is now The Bahamas and other islands in the Caribbean.",False
64,1519,Hernan Cortes arrives in Mexico in search of the Aztec civilization and their wealth,March 4 is the day in 1519 that Hernan Cortes arrives in Mexico in search of the Aztec civilization and their wealth.,False
64,1628,the Massachusetts Bay Colony is granted a Royal charter,March 4 is the day in 1628 that the Massachusetts Bay Colony is granted a Royal charter.,False
64,1675,John Flamsteed is appointed the first Astronomer Royal of England,March 4 is the day in 1675 that John Flamsteed is appointed the first Astronomer Royal of England.,False
64,1681,Charles II grants a land charter to William Penn for the area that will later become Pennsylvania,March 4 is the day in 1681 that Charles II grants a land charter to William Penn for the area that will later become Pennsylvania.,False
64,1790,"France is divided into 83 départements, cutting across the former provinces in an attempt to dislodge regional loyalties based on ownership of land by the nobility","March 4 is the day in 1790 that France is divided into 83 départements, cutting across the former provinces in an attempt to dislodge regional loyalties based on ownership of land by the nobility.",False
64,1791,a Constitutional Act is introduced by the British House of Commons in London which envisages the separation of Canada into Lower Canada (Quebec) and Upper Canada (Ontario),March 4 is the day in 1791 that a Constitutional Act is introduced by the British House of Commons in London which envisages the separation of Canada into Lower Canada (Quebec) and Upper Canada (Ontario).,False
64,1791,Vermont is admitted to the U.S. as the fourteenth state,March 4 is the day in 1791 that Vermont is admitted to the U.S. as the fourteenth state.,False
64,1794,the 11th Amendment to the U.S. Constitution is passed by the U.S. Congress,March 4 is the day in 1794 that the 11th Amendment to the U.S. Constitution is passed by the U.S. Congress.,False
64,1814,"Americans defeat the British at the Battle of Longwoods between London, Ontario and Thamesville, near present-day Wardsville, Ontario","March 4 is the day in 1814 that Americans defeat the British at the Battle of Longwoods between London, Ontario and Thamesville, near present-day Wardsville, Ontario.",False
64,1848,Carlo Alberto di Savoia signs the Statuto Albertino that will later represent the first constitution of the Regno d'Italia,March 4 is the day in 1848 that Carlo Alberto di Savoia signs the Statuto Albertino that will later represent the first constitution of the Regno d'Italia.,False
64,1861,"the first national flag of the Confederate States of America (the ""Stars and Bars"") is adopted","March 4 is the day in 1861 that the first national flag of the Confederate States of America (the ""Stars and Bars"") is adopted.",False
64,1865,the third and final national flag of the Confederate States of America is adopted by the Confederate Congress,March 4 is the day in 1865 that the third and final national flag of the Confederate States of America is adopted by the Confederate Congress.,False
64,1882,Britain's first electric trams run in east London,March 4 is the day in 1882 that Britain's first electric trams run in east London.,False
64,1890,"the longest bridge in Great Britain, the Forth Rail Bridge in Scotland, measuring 1,710 feet (520 m) long, is opened by the Prince of Wales, who later becomes King Edward VII","March 4 is the day in 1890 that the longest bridge in Great Britain, the Forth Rail Bridge in Scotland, measuring 1,710 feet (520 m) long, is opened by the Prince of Wales, who later becomes King Edward VII.",False
64,1899,"Cyclone Mahina sweeps in north of Cooktown, Queensland, with a 12 metres (39 ft) wave that reaches up to 5 kilometres (3.1 mi) inland, killing over 300","March 4 is the day in 1899 that Cyclone Mahina sweeps in north of Cooktown, Queensland, with a 12 metres (39 ft) wave that reaches up to 5 kilometres (3.1 mi) inland, killing over 300.",False
64,1908,"the Collinwood School Fire, Collinwood near Cleveland, Ohio, kills 174 people","March 4 is the day in 1908 that the Collinwood School Fire, Collinwood near Cleveland, Ohio, kills 174 people.",False
64,1909,"U.S. President William Taft used what became known as a Saxbe fix, a mechanism to avoid the restriction of the U.S. Constitution's Ineligibility Clause, to appoint Philander C. Knox as U.S. Secretary of State","March 4 is the day in 1909 that U.S. President William Taft used what became known as a Saxbe fix, a mechanism to avoid the restriction of the U.S. Constitution's Ineligibility Clause, to appoint Philander C. Knox as U.S. Secretary of State.",False
64,1917,Jeannette Rankin of Montana becomes the first female member of the United States House of Representatives,March 4 is the day in 1917 that Jeannette Rankin of Montana becomes the first female member of the United States House of Representatives.,False
64,1918,"the first case of Spanish flu occurs, the start of a devastating worldwide pandemic","March 4 is the day in 1918 that the first case of Spanish flu occurs, the start of a devastating worldwide pandemic.",False
64,1918,"the USS Cyclops (AC-4) departs from Barbados and is never seen again, presumably lost with all hands in the Bermuda Triangle","March 4 is the day in 1918 that the USS Cyclops (AC-4) departs from Barbados and is never seen again, presumably lost with all hands in the Bermuda Triangle.",False
64,1933,the Parliament of Austria is suspended because of a quibble over procedure – Chancellor Engelbert Dollfuss initiates an authoritarian rule by decree,March 4 is the day in 1933 that the Parliament of Austria is suspended because of a quibble over procedure – Chancellor Engelbert Dollfuss initiates an authoritarian rule by decree.,False
64,1957,"the S&P 500 stock market index is introduced, replacing the S&P 90","March 4 is the day in 1957 that the S&P 500 stock market index is introduced, replacing the S&P 90.",False
64,1960,"the French freighter La Coubre explodes in Havana, Cuba killing 100","March 4 is the day in 1960 that the French freighter La Coubre explodes in Havana, Cuba killing 100.",False
64,1976,the Northern Ireland Constitutional Convention is formally dissolved in Northern Ireland resulting in direct rule of Northern Ireland from London by the British parliament,March 4 is the day in 1976 that the Northern Ireland Constitutional Convention is formally dissolved in Northern Ireland resulting in direct rule of Northern Ireland from London by the British parliament.,False
64,1977,"the 1977 Bucharest Earthquake in southern and eastern Europe kills more than 1,500","March 4 is the day in 1977 that the 1977 Bucharest Earthquake in southern and eastern Europe kills more than 1,500.",False
64,1980,nationalist leader Robert Mugabe wins a sweeping election victory to become Zimbabwe's first black prime minister,March 4 is the day in 1980 that nationalist leader Robert Mugabe wins a sweeping election victory to become Zimbabwe's first black prime minister.,False
64,1983,Bertha Wilson is appointed the first woman to sit on the Supreme Court of Canada,March 4 is the day in 1983 that Bertha Wilson is appointed the first woman to sit on the Supreme Court of Canada.,False
64,1985,"the Food and Drug Administration approves a blood test for AIDS, used since then for screening all blood donations in the United States","March 4 is the day in 1985 that the Food and Drug Administration approves a blood test for AIDS, used since then for screening all blood donations in the United States.",False
64,1986,the Soviet Vega 1 begins returning images of Halley's Comet and the first images of its nucleus,March 4 is the day in 1986 that the Soviet Vega 1 begins returning images of Halley's Comet and the first images of its nucleus.,False
64,1991,"Sheikh Saad Al-Abdallah Al-Salim Al-Sabah, the Prime Minister of Kuwait, returns to his country for the first time since Iraq's invasion","March 4 is the day in 1991 that Sheikh Saad Al-Abdallah Al-Salim Al-Sabah, the Prime Minister of Kuwait, returns to his country for the first time since Iraq's invasion.",False
64,1996,"a derailed train in Weyauwega, Wisconsin, US, causes the emergency evacuation of 2,300 people for 16 days","March 4 is the day in 1996 that a derailed train in Weyauwega, Wisconsin, US, causes the emergency evacuation of 2,300 people for 16 days.",False
64,2009,the International Criminal Court (ICC) issues an arrest warrant for Sudanese President Omar Hassan al-Bashir for war crimes and crimes against humanity in Darfur,March 4 is the day in 2009 that the International Criminal Court (ICC) issues an arrest warrant for Sudanese President Omar Hassan al-Bashir for war crimes and crimes against humanity in Darfur.,False
65,1046,Naser Khosrow begins the seven-year Middle Eastern journey which he will later describe in his book Safarnama,March 5 is the day in 1046 that Naser Khosrow begins the seven-year Middle Eastern journey which he will later describe in his book Safarnama.,False
65,1279,the Livonian Order is defeated in the Battle of Aizkraukle by the Grand Duchy of Lithuania,March 5 is the day in 1279 that the Livonian Order is defeated in the Battle of Aizkraukle by the Grand Duchy of Lithuania.,False
65,1616,"Nicolaus Copernicus's book, De revolutionibus orbium coelestium is banned by the Catholic Church","March 5 is the day in 1616 that Nicolaus Copernicus's book, De revolutionibus orbium coelestium is banned by the Catholic Church.",False
65,1766,"Antonio de Ulloa, the first Spanish governor of Louisiana, arrives in New Orleans","March 5 is the day in 1766 that Antonio de Ulloa, the first Spanish governor of Louisiana, arrives in New Orleans.",False
65,1836,"Samuel Colt makes the first production-model revolver, the .34-caliber","March 5 is the day in 1836 that Samuel Colt makes the first production-model revolver, the .34-caliber.",False
65,1850,the Britannia Bridge across the Menai Strait between the Isle of Anglesey and the mainland of Wales is opened,March 5 is the day in 1850 that the Britannia Bridge across the Menai Strait between the Isle of Anglesey and the mainland of Wales is opened.,False
65,1860,"Parma, Tuscany, Modena and Romagna vote in referendums to join the Kingdom of Sardinia","March 5 is the day in 1860 that Parma, Tuscany, Modena and Romagna vote in referendums to join the Kingdom of Sardinia.",False
65,1868,"Mefistofele, an opera by Arrigo Boito receives its première performance at La Scala","March 5 is the day in 1868 that Mefistofele, an opera by Arrigo Boito receives its première performance at La Scala.",False
65,1872,George Westinghouse patents the air brake,March 5 is the day in 1872 that George Westinghouse patents the air brake.,False
65,1931,"the British Viceroy of India, Governor-General Edward Frederick Lindley Wood and Mohandas Gandhi (Mahatma Gandhi) sign an agreement envisaging the release of political prisoners and allowing salt to be freely used by the poorest members of the population","March 5 is the day in 1931 that the British Viceroy of India, Governor-General Edward Frederick Lindley Wood and Mohandas Gandhi (Mahatma Gandhi) sign an agreement envisaging the release of political prisoners and allowing salt to be freely used by the poorest members of the population.",False
65,1933,Adolf Hitler's Nazi Party receives 43.9% at the Reichstag elections,March 5 is the day in 1933 that Adolf Hitler's Nazi Party receives 43.9% at the Reichstag elections.,False
65,1943,first flight of Gloster Meteor jet aircraft in the United Kingdom,March 5 is the day in 1943 that first flight of Gloster Meteor jet aircraft in the United Kingdom.,False
65,1946,"Winston Churchill uses the phrase ""Iron Curtain"" in his speech at Westminster College, Missouri","March 5 is the day in 1946 that Winston Churchill uses the phrase ""Iron Curtain"" in his speech at Westminster College, Missouri.",False
65,1960,"Alister Hardy publicly announces his idea that ape-human divergence may have been due to a coastal phase, giving rise to the Aquatic Ape Hypothesis","March 5 is the day in 1960 that Alister Hardy publicly announces his idea that ape-human divergence may have been due to a coastal phase, giving rise to the Aquatic Ape Hypothesis.",False
65,1960,Cuban photographer Alberto Korda took his iconic photograph of Marxist revolutionary Che Guevara,March 5 is the day in 1960 that Cuban photographer Alberto Korda took his iconic photograph of Marxist revolutionary Che Guevara.,False
65,1966,"BOAC Flight 911 crashes on Mount Fuji, Japan, killing 124","March 5 is the day in 1966 that BOAC Flight 911 crashes on Mount Fuji, Japan, killing 124.",False
65,1970,the Nuclear Non-Proliferation Treaty goes into effect after ratification by 43 nations,March 5 is the day in 1970 that the Nuclear Non-Proliferation Treaty goes into effect after ratification by 43 nations.,False
65,1975,first meeting of the Homebrew Computer Club,March 5 is the day in 1975 that first meeting of the Homebrew Computer Club.,False
65,1978,the Landsat 3 is launched from Vandenberg Air Force Base in California,March 5 is the day in 1978 that the Landsat 3 is launched from Vandenberg Air Force Base in California.,False
65,1979,"America's Voyager 1 spacecraft has its closest approach to Jupiter, 172,000 miles","March 5 is the day in 1979 that America's Voyager 1 spacecraft has its closest approach to Jupiter, 172,000 miles.",False
65,1981,"the ZX81, a pioneering British home computer, is launched by Sinclair Research and would go on to sell over 1.5 million units around the world","March 5 is the day in 1981 that the ZX81, a pioneering British home computer, is launched by Sinclair Research and would go on to sell over 1.5 million units around the world.",False
65,1988,the Constitution of Turks and Caicos Islands is restored and revised,March 5 is the day in 1988 that the Constitution of Turks and Caicos Islands is restored and revised.,False
65,1999,Paul Okalik is elected first Premier of Nunavut,March 5 is the day in 1999 that Paul Okalik is elected first Premier of Nunavut.,False
66,-12,"the Roman Emperor Augustus is named Pontifex Maximus, incorporating the position into that of the Emperor","March 6 is the day in 12 BC that the Roman Emperor Augustus is named Pontifex Maximus, incorporating the position into that of the Emperor.",False
66,1521,Ferdinand Magellan arrives at Guam,March 6 is the day in 1521 that Ferdinand Magellan arrives at Guam.,False
66,1788,the First Fleet arrives at Norfolk Island in order to found a convict settlement,March 6 is the day in 1788 that the First Fleet arrives at Norfolk Island in order to found a convict settlement.,False
66,1820,the Missouri Compromise is signed into law by President James Monroe,March 6 is the day in 1820 that the Missouri Compromise is signed into law by President James Monroe.,False
66,1834,"York, Upper Canada is incorporated as Toronto","March 6 is the day in 1834 that York, Upper Canada is incorporated as Toronto.",False
66,1840,"the Baltimore College of Dental Surgery opens, the first dental school","March 6 is the day in 1840 that the Baltimore College of Dental Surgery opens, the first dental school.",False
66,1857,the Supreme Court of the United States rules in the Dred Scott v. Sandford case,March 6 is the day in 1857 that the Supreme Court of the United States rules in the Dred Scott v. Sandford case.,False
66,1869,Dmitri Mendeleev presents the first periodic table to the Russian Chemical Society,March 6 is the day in 1869 that Dmitri Mendeleev presents the first periodic table to the Russian Chemical Society.,False
66,1899,Bayer registers aspirin as a trademark,March 6 is the day in 1899 that Bayer registers aspirin as a trademark.,False
66,1930,International Unemployment Day demonstrations globally initiated by the Comintern,March 6 is the day in 1930 that International Unemployment Day demonstrations globally initiated by the Comintern.,False
66,1945,Cologne is captured by American Troops,March 6 is the day in 1945 that Cologne is captured by American Troops.,False
66,1946,Ho Chi Minh signs an agreement with France which recognizes Vietnam as an autonomous state in the Indochinese Federation and the French Union,March 6 is the day in 1946 that Ho Chi Minh signs an agreement with France which recognizes Vietnam as an autonomous state in the Indochinese Federation and the French Union.,False
66,1951,the trial of Ethel and Julius Rosenberg begins,March 6 is the day in 1951 that the trial of Ethel and Julius Rosenberg begins.,False
66,1953,Georgy Maksimilianovich Malenkov succeeds Joseph Stalin as Premier of the Soviet Union and First Secretary of the Communist Party of the Soviet Union,March 6 is the day in 1953 that Georgy Maksimilianovich Malenkov succeeds Joseph Stalin as Premier of the Soviet Union and First Secretary of the Communist Party of the Soviet Union.,False
66,1957,Ghana becomes the first Sub-Saharan country to gain Independence from the British,March 6 is the day in 1957 that Ghana becomes the first Sub-Saharan country to gain Independence from the British.,False
66,1964,Constantine II becomes King of Greece,March 6 is the day in 1964 that Constantine II becomes King of Greece.,False
66,1965,Premier Tom Playford of South Australia loses power after 27 years in office,March 6 is the day in 1965 that Premier Tom Playford of South Australia loses power after 27 years in office.,False
66,1967,Joseph Stalin's daughter Svetlana Alliluyeva defects to the United States,March 6 is the day in 1967 that Joseph Stalin's daughter Svetlana Alliluyeva defects to the United States.,False
66,1968,the first of the East L.A. Walkouts take place at several high schools,March 6 is the day in 1968 that the first of the East L.A. Walkouts take place at several high schools.,False
66,1970,Blast at Weather Underground safe house in Greenwich Village kills three,March 6 is the day in 1970 that Blast at Weather Underground safe house in Greenwich Village kills three.,False
66,1983,the first United States Football League game is played,March 6 is the day in 1983 that the first United States Football League game is played.,False
66,1987,the British ferry MS Herald of Free Enterprise capsizes in about 90 seconds killing 193,March 6 is the day in 1987 that the British ferry MS Herald of Free Enterprise capsizes in about 90 seconds killing 193.,False
66,1992,Michelangelo computer virus begins to affect computers,March 6 is the day in 1992 that Michelangelo computer virus begins to affect computers.,False
66,2008,"a Palestinian gunman shoots and kills 8 students and critically injures 11 in the library of the Mercaz HaRav yeshiva, in Jerusalem, Israel","March 6 is the day in 2008 that a Palestinian gunman shoots and kills 8 students and critically injures 11 in the library of the Mercaz HaRav yeshiva, in Jerusalem, Israel.",False
67,161,Emperor Antoninus Pius dies and is succeeded by his adoptive sons Marcus Aurelius and Lucius Verus,March 7 is the day in 161 that Emperor Antoninus Pius dies and is succeeded by his adoptive sons Marcus Aurelius and Lucius Verus.,False
67,321,Emperor Constantine I decrees that the dies Solis Invicti (sun-day) is the day of rest in the Empire,March 7 is the day in 321 that Emperor Constantine I decrees that the dies Solis Invicti (sun-day) is the day of rest in the Empire.,False
67,1277,"Stephen Tempier, bishop of Paris, condemns 219 philosophical and theological theses","March 7 is the day in 1277 that Stephen Tempier, bishop of Paris, condemns 219 philosophical and theological theses.",False
67,1799,"Napoleon Bonaparte captures Jaffa in Palestine and his troops proceed to kill more than 2,000 Albanian captives","March 7 is the day in 1799 that Napoleon Bonaparte captures Jaffa in Palestine and his troops proceed to kill more than 2,000 Albanian captives.",False
67,1814,Emperor Napoleon I of France wins the Battle of Craonne,March 7 is the day in 1814 that Emperor Napoleon I of France wins the Battle of Craonne.,False
67,1827,"Brazil marines unsuccessfully attack the temporary naval base of Carmen de Patagones, Argentina","March 7 is the day in 1827 that Brazil marines unsuccessfully attack the temporary naval base of Carmen de Patagones, Argentina.",False
