number,fact_fragment,fact_statement,was_submitted
3,the number of the famous NASCAR stock car that Dale Earnhardt drove for nearly 20 years before his death in 2001,3 is the number of the famous NASCAR stock car that Dale Earnhardt drove for nearly 20 years before his death in 2001.,False
3,"in both American football and Canadian football, the number of points received for a successful field goal","3 is in both American football and Canadian football, the number of points received for a successful field goal.",False
3,"in Canadian football, the last down before a team loses possession on downs","3 is in Canadian football, the last down before a team loses possession on downs.",False
3,Sicilia was known as Trinacria for its triangle-shape,3 is Sicilia was known as Trinacria for its triangle-shape.,False
3,"several cities are also known as Triad Winston-Salem, High Point, and Greensboro NC","3 is several cities are also known as Triad Winston-Salem, High Point, and Greensboro NC.",False
3,"the Day of the Triffids, 1951 by John Wyndham","3 is the Day of the Triffids, 1951 by John Wyndham.",False
3,"in music, the Roman numeral iii is the mediant scale degree, chord, or diatonic function, when distinguished III = major and iii = minor","3 is in music, the Roman numeral iii is the mediant scale degree, chord, or diatonic function, when distinguished III = major and iii = minor.",False
3,the Roman numeral III stands for giant star in the Yerkes spectral classification scheme,3 is the Roman numeral III stands for giant star in the Yerkes spectral classification scheme.,False
3,earth is the third planet in its local Solar System,3 is earth is the third planet in its local Solar System.,False
3,genetic information is encoded in DNA and RNA using a triplet codon system,3 is genetic information is encoded in DNA and RNA using a triplet codon system.,False
7,the traditional count of Basque provinces as expressed in the slogan Zazpiak Bat,7 is the traditional count of Basque provinces as expressed in the slogan Zazpiak Bat.,False
7,the figurative number of seas,7 is the figurative number of seas.,False
7,"the number of saints appearing in a constellation called ""Saptharishi Mandalam"" in Indian astronomy","7 is the number of saints appearing in a constellation called ""Saptharishi Mandalam"" in Indian astronomy.",False
7,the number of main stars in the constellations of the Big Dipper and Orion,7 is the number of main stars in the constellations of the Big Dipper and Orion.,False
7,the Saros number of the solar eclipse series which began on -2590 April 8 and ended on -1310 May 16,7 is the Saros number of the solar eclipse series which began on -2590 April 8 and ended on -1310 May 16.,False
7,the Saros number of the lunar eclipse series which began on -2595 July 15 and ended on -1008 February 22,7 is the Saros number of the lunar eclipse series which began on -2595 July 15 and ended on -1008 February 22.,False
7,the Roman numeral VII stands for white dwarfs in the Yerkes spectral classification scheme,7 is the Roman numeral VII stands for white dwarfs in the Yerkes spectral classification scheme.,False
7,a neutral pH value between acidity and alkalinity,7 is a neutral pH value between acidity and alkalinity.,False
7,the atomic number of nitrogen,7 is the atomic number of nitrogen.,False
7,"the number of periods, or horizontal rows of elements, in the periodic table","7 is the number of periods, or horizontal rows of elements, in the periodic table.",False
7,in George R.R,7 is in George R.R.,False
7,in W.E.B,7 is in W.E.B.,False
7,"in The Two Towers, the second volume of J.R.R","7 is in The Two Towers, the second volume of J.R.R.",False
7,the number of notes in the traditional Western Major Scale,7 is the number of notes in the traditional Western Major Scale.,False
7,the original diameter in inches of the 45rpm format gramophone record,7 is the original diameter in inches of the 45rpm format gramophone record.,False
7,"in the NHL, MLB, and NBA, the maximum number of games played in a playoff series","7 is in the NHL, MLB, and NBA, the maximum number of games played in a playoff series.",False
7,"in American and Canadian football, the minimum number of players who, by rule, must be lined up at the line of scrimmage on offense (otherwise the team commits the foul of illegal formation)","7 is in American and Canadian football, the minimum number of players who, by rule, must be lined up at the line of scrimmage on offense (otherwise the team commits the foul of illegal formation).",False
7,"in Ultimate Frisbee, the number of players on the field for each team","7 is in Ultimate Frisbee, the number of players on the field for each team.",False
7,"in team handball, the number of players on each team including the goalkeeper","7 is in team handball, the number of players on each team including the goalkeeper.",False
7,"in motorcycling, the racing number for British World Champion Barry Sheene","7 is in motorcycling, the racing number for British World Champion Barry Sheene.",False
7,the number of ayat in surat al-Fatiha,7 is the number of ayat in surat al-Fatiha.,False
7,the number of circumambulations (Tawaf) that are made around the Kaaba,7 is the number of circumambulations (Tawaf) that are made around the Kaaba.,False
7,"the number of heavens in Islamic religion, i.e","7 is the number of heavens in Islamic religion, i.e.",False
7,the number of nations God told the Israelites they would displace when they entered the land of Israel (Deut,7 is the number of nations God told the Israelites they would displace when they entered the land of Israel (Deut.,False
7,the number of archangels according to some systems,7 is the number of archangels according to some systems.,False
7,"in Guaraní mythology, the number of prominent legendary monsters","7 is in Guaraní mythology, the number of prominent legendary monsters.",False
7,the number of main islands of mythological Atlantis,7 is the number of main islands of mythological Atlantis.,False
7,the number of gateways traversed by Inanna during her descent into the underworld,7 is the number of gateways traversed by Inanna during her descent into the underworld.,False
7,the minor symbol number of yang from the Taoist yin-yang,7 is the minor symbol number of yang from the Taoist yin-yang.,False
7,the number of palms in an Egyptian Sacred Cubit,7 is the number of palms in an Egyptian Sacred Cubit.,False
7,the number of ranks in Mithraism,7 is the number of ranks in Mithraism.,False
7,Septenary (numeral system),7 is Septenary (numeral system).,False
7,Septenary (Theosophy),7 is Septenary (Theosophy).,False
100,Hundred (division),100 is Hundred (division).,False
100,Hundred (word),100 is Hundred (word).,False
100,Hundred Days,100 is Hundred Days.,False
100,hundred Years' War,100 is hundred Years' War.,False
100,the number of years in a century,100 is the number of years in a century.,False
100,the number of pounds in an American short hundredweight,100 is the number of pounds in an American short hundredweight.,False
100,"the number of tiles in a standard Scrabble set for the languages, English, Arabic, Catalan, Czech, Danish, Esperanto, Finnish, Hungarian, Irish, Latin, Malaysian, Norwegian, Polish, Romanian, Slovak, Slovenian, Spanish, Swedish, Turkish","100 is the number of tiles in a standard Scrabble set for the languages, English, Arabic, Catalan, Czech, Danish, Esperanto, Finnish, Hungarian, Irish, Latin, Malaysian, Norwegian, Polish, Romanian, Slovak, Slovenian, Spanish, Swedish, Turkish.",False
100,"Hundred Days, aka the Waterloo Campaign","100 is Hundred Days, aka the Waterloo Campaign.",False
100,"""The First Hundred Days"" is an arbitrary benchmark of a President of the United States' performance at the beginning of his or her term","100 is ""The First Hundred Days"" is an arbitrary benchmark of a President of the United States' performance at the beginning of his or her term.",False
100,the number of yards in an American football field (not including the end zones),100 is the number of yards in an American football field (not including the end zones).,False
100,"the number of runs required for a cricket batsman to score a century, a significant milestone","100 is the number of runs required for a cricket batsman to score a century, a significant milestone.",False
100,"the number of points required for a snooker cueist to score a century break, a significant milestone","100 is the number of points required for a snooker cueist to score a century break, a significant milestone.",False
100,"the record number of points scored in one NBA game by a single player, set by Wilt Chamberlain of the Philadelphia Warriors on March 2, 1962 I","100 is the record number of points scored in one NBA game by a single player, set by Wilt Chamberlain of the Philadelphia Warriors on March 2, 1962 I.",False
100,the minimum distance in yards for a Par 3 on a golf course,100 is the minimum distance in yards for a Par 3 on a golf course.,False
39,the number of mentions of work or labor in the Torah,39 is the number of mentions of work or labor in the Torah.,False
39,the actual number of lashes given by the Sanhedrin to a person meted the punishment of 40 lashes,39 is the actual number of lashes given by the Sanhedrin to a person meted the punishment of 40 lashes.,False
39,the number of books in the Old Testament according to Protestant canon,39 is the number of books in the Old Testament according to Protestant canon.,False
39,the atomic number of yttrium,39 is the atomic number of yttrium.,False
39,the age American comedian Jack Benny claimed to be for more than 40 years,39 is the age American comedian Jack Benny claimed to be for more than 40 years.,False
39,the retired jersey number of former baseball player Roy Campanella,39 is the retired jersey number of former baseball player Roy Campanella.,False
39,"the number of signers to the United States Constitution, out of 55 members of the Philadelphia Convention delegates","39 is the number of signers to the United States Constitution, out of 55 members of the Philadelphia Convention delegates.",False
39,"the traditional number of times citizens of Ancient Rome hit their slaves when beating them, referred to as ""Forty save one""","39 is the traditional number of times citizens of Ancient Rome hit their slaves when beating them, referred to as ""Forty save one"".",False
39,"the duration, in nanoseconds, of the nuclear reaction in the largest nuclear explosion ever performed (Tsar bomb)","39 is the duration, in nanoseconds, of the nuclear reaction in the largest nuclear explosion ever performed (Tsar bomb).",False
39,the number of Scud missiles which Iraq fired at Israel during the Gulf War in 1991,39 is the number of Scud missiles which Iraq fired at Israel during the Gulf War in 1991.,False
39,the code for international direct-dialed phone calls to Italy,39 is the code for international direct-dialed phone calls to Italy.,False
39,"japanese Internet chat slang for ""thank you"" when written with numbers (3=san 9=kyu)","39 is japanese Internet chat slang for ""thank you"" when written with numbers (3=san 9=kyu).",False
39,the number of the French department Jura,39 is the number of the French department Jura.,False
38,"the number was also significant in Egyptian mythology, as it was the characteristic number of Anubis, the jackal-headed god of death and mummification","38 is the number was also significant in Egyptian mythology, as it was the characteristic number of Anubis, the jackal-headed god of death and mummification.",False
38,"the number of slots on an American Roulette wheel (0, 00, and 1 through 36; European roulette does not use the 00 slot and has only 37 slots)","38 is the number of slots on an American Roulette wheel (0, 00, and 1 through 36; European roulette does not use the 00 slot and has only 37 slots).",False
38,"the number of games that each team in the current English Premiership, the top division in English Association Football, plays in a season","38 is the number of games that each team in the current English Premiership, the top division in English Association Football, plays in a season.",False
38,the number of years it took the Israelites to travel from Kadesh Barnea to the Zered valley in Deuteronomy,38 is the number of years it took the Israelites to travel from Kadesh Barnea to the Zered valley in Deuteronomy.,False
38,the number of the French department Isère,38 is the number of the French department Isère.,False
38,the atomic number of strontium,38 is the atomic number of strontium.,False
33,the highest degree in the Scottish Rite of Freemasonry,33 is the highest degree in the Scottish Rite of Freemasonry.,False
33,the number of a Sprint Cup car owned by Richard Childress Racing and currently driven by Clint Bowyer,33 is the number of a Sprint Cup car owned by Richard Childress Racing and currently driven by Clint Bowyer.,False
33,Race number of Motorcycle racer Marco Melandri,33 is Race number of Motorcycle racer Marco Melandri.,False
33,"on most occasions, the traditional number of racers in the Indianapolis 500","33 is on most occasions, the traditional number of racers in the Indianapolis 500.",False
33,"a significant number in modern numerology, one of the master numbers along with 11 and 22","33 is a significant number in modern numerology, one of the master numbers along with 11 and 22.",False
33,"a song by The Smashing Pumpkins on their album, Mellon Collie and the Infinite Sadness","33 is a song by The Smashing Pumpkins on their album, Mellon Collie and the Infinite Sadness.",False
33,the jersey number of Tom Cruise's character in the 1983 film All The Right Moves,33 is the jersey number of Tom Cruise's character in the 1983 film All The Right Moves.,False
33,"in French, Italian, Romanian, Spanish and Portuguese, the word a patient is usually asked to say when a doctor is listening to his or her lungs with a stethoscope (Trente-Trois, Trentatrè, Treizeci şi trei, Treinta y Tres and Trinta e Três)","33 is in French, Italian, Romanian, Spanish and Portuguese, the word a patient is usually asked to say when a doctor is listening to his or her lungs with a stethoscope (Trente-Trois, Trentatrè, Treizeci şi trei, Treinta y Tres and Trinta e Três).",False
33,the code for international direct-dial phone calls to France,33 is the code for international direct-dial phone calls to France.,False
33,the number printed on all Rolling Rock beer labels,33 is the number printed on all Rolling Rock beer labels.,False
33,"the number of workers trapped, and also the number of survivors of the 2010 Copiapó mining accident","33 is the number of workers trapped, and also the number of survivors of the 2010 Copiapó mining accident.",False
33,one of the symbols of Ku Klux Klan,33 is one of the symbols of Ku Klux Klan.,False
33,the atomic number of arsenic,33 is the atomic number of arsenic.,False
33,the Saros number of the solar eclipse series which began on -1982 August 2 and ended on -485 January 17,33 is the Saros number of the solar eclipse series which began on -1982 August 2 and ended on -485 January 17.,False
33,the Saros number of the lunar eclipse series which began on -1662 May 22 and ended on -364 July 10,33 is the Saros number of the lunar eclipse series which began on -1662 May 22 and ended on -364 July 10.,False
32,"the number of completed, numbered piano sonatas by Ludwig van Beethoven","32 is the number of completed, numbered piano sonatas by Ludwig van Beethoven.",False
32,the number of rays in the Japanese Rising Sun on the cover of Incubus' 2006 album Light Grenades,32 is the number of rays in the Japanese Rising Sun on the cover of Incubus' 2006 album Light Grenades.,False
32,"the number of teeth of a full set of teeth in an adult human, including wisdom teeth","32 is the number of teeth of a full set of teeth in an adult human, including wisdom teeth.",False
32,"the size, in bits, of certain integer data types, used in computer representations of numbers","32 is the size, in bits, of certain integer data types, used in computer representations of numbers.",False
32,ASCII and Unicode code point for space,32 is ASCII and Unicode code point for space.,False
32,the code for international direct dial phone calls to Belgium,32 is the code for international direct dial phone calls to Belgium.,False
32,sometimes considered to be the occult opposite of number 23,32 is sometimes considered to be the occult opposite of number 23.,False
32,the number of pages in the average comic book (not including the cover),32 is the number of pages in the average comic book (not including the cover).,False
32,the number of the French department Gers,32 is the number of the French department Gers.,False
32,the atomic number of germanium,32 is the atomic number of germanium.,False
32,the freezing point of water at sea level in degrees Fahrenheit,32 is the freezing point of water at sea level in degrees Fahrenheit.,False
32,"the Saros number of the solar eclipse series which began on September 24, 1957 BC and ended on March 10, 460 BC","32 is the Saros number of the solar eclipse series which began on September 24, 1957 BC and ended on March 10, 460 BC.",False
32,"the Saros number of the lunar eclipse series which began on June 11, 1691 BC and ended on August 9, 375 BC","32 is the Saros number of the lunar eclipse series which began on June 11, 1691 BC and ended on August 9, 375 BC.",False
31,Prime Curios!,31 is Prime Curios!.,False
31,"the number of musical triads (12 major, 12 minor, 4 diminished, and 3 augmented)","31 is the number of musical triads (12 major, 12 minor, 4 diminished, and 3 augmented).",False
31,"the number of days in the months January, March, May, July, August, October and December","31 is the number of days in the months January, March, May, July, August, October and December.",False
31,the code for international direct-dial phone calls to the Netherlands,31 is the code for international direct-dial phone calls to the Netherlands.,False
31,a type of game played on a backgammon board,31 is a type of game played on a backgammon board.,False
31,"turkish slang for masturbation (""otuzbir"")","31 is turkish slang for masturbation (""otuzbir"").",False
31,a women's honorary at The University of Alabama (XXXI),31 is a women's honorary at The University of Alabama (XXXI).,False
31,the number of the French department Haute-Garonne,31 is the number of the French department Haute-Garonne.,False
31,the atomic number of gallium,31 is the atomic number of gallium.,False
31,the Saros number of the lunar eclipse series which began on -1774 May 30 and ended on -476 July 17,31 is the Saros number of the lunar eclipse series which began on -1774 May 30 and ended on -476 July 17.,False
30,"the total number of major and minor keys in Western tonal music, including enharmonic equivalents","30 is the total number of major and minor keys in Western tonal music, including enharmonic equivalents.",False
30,the minimum age for United States senators,30 is the minimum age for United States senators.,False
30,"in years of marriage, the pearl wedding anniversary","30 is in years of marriage, the pearl wedding anniversary.",False
30,the code for international direct dial phone calls to Greece,30 is the code for international direct dial phone calls to Greece.,False
30,"the number of tracks on The Beatles' eponymous album, usually known as The White Album","30 is the number of tracks on The Beatles' eponymous album, usually known as The White Album.",False
30,a stage in young adulthood,30 is a stage in young adulthood.,False
30,the number of the French department Gard,30 is the number of the French department Gard.,False
30,the number of variations in Bach's Goldberg Variations,30 is the number of variations in Bach's Goldberg Variations.,False
30,"the Saros number of the solar eclipse series which began on October 2, 2069 BC and ended on March 18, 572 BC","30 is the Saros number of the solar eclipse series which began on October 2, 2069 BC and ended on March 18, 572 BC.",False
30,in Franz Kafka's novel 'The Trial' Joseph wakes up on the morning of his thirtieth birthday to find himself under arrest for an unspecified crime,30 is in Franz Kafka's novel 'The Trial' Joseph wakes up on the morning of his thirtieth birthday to find himself under arrest for an unspecified crime.,False
30,"the number of uprights that formed the Sarsen Circle at Stonehenge, also the supposed number of holes forming the arrays of Y and Z Holes at Stonehenge","30 is the number of uprights that formed the Sarsen Circle at Stonehenge, also the supposed number of holes forming the arrays of Y and Z Holes at Stonehenge.",False
30,"the California Angels (now Los Angeles Angels of Anaheim) baseball team retired the number in honor of its most notable wearer, Nolan Ryan, on June 16, 1992","30 is the California Angels (now Los Angeles Angels of Anaheim) baseball team retired the number in honor of its most notable wearer, Nolan Ryan, on June 16, 1992.",False
30,"the number of New Jersey Devils goalie, Martin Brodeur","30 is the number of New Jersey Devils goalie, Martin Brodeur.",False
37,the number of plays William Shakespeare is thought to have written (counting Henry IV as three parts),37 is the number of plays William Shakespeare is thought to have written (counting Henry IV as three parts).,False
37,the number of the French department Indre-et-Loire,37 is the number of the French department Indre-et-Loire.,False
37,"the number of slots in European Roulette (numbered 0 through 36, the 00 is not used in European roulette as it is in American roulette)","37 is the number of slots in European Roulette (numbered 0 through 36, the 00 is not used in European roulette as it is in American roulette).",False
37,a television channel reserved for radioastronomy in the United States,37 is a television channel reserved for radioastronomy in the United States.,False
37,the atomic number of rubidium,37 is the atomic number of rubidium.,False
37,the normal human body temperature in degrees Celsius,37 is the normal human body temperature in degrees Celsius.,False
37,the Saros number of the solar eclipse series which began on -1794 June 25 and ended on -496 August 12,37 is the Saros number of the solar eclipse series which began on -1794 June 25 and ended on -496 August 12.,False
37,the Saros number of the lunar eclipse series which began on -1492 April 3 and ended on -194 May 22,37 is the Saros number of the lunar eclipse series which began on -1492 April 3 and ended on -194 May 22.,False
36,Retired number of former baseball players Robin Roberts of the Phillies and Gaylord Perry of the Giants,36 is Retired number of former baseball players Robin Roberts of the Phillies and Gaylord Perry of the Giants.,False
36,Retired number of former basketball player Lloyd Neal of the Portland Trail Blazers,36 is Retired number of former basketball player Lloyd Neal of the Portland Trail Blazers.,False
36,the number of vehicles that run in each race of NASCAR's Camping World Truck Series,36 is the number of vehicles that run in each race of NASCAR's Camping World Truck Series.,False
36,the number of the French department Indre,36 is the number of the French department Indre.,False
36,Perfect score on the ACT,36 is Perfect score on the ACT.,False
36,the atomic number of krypton ,36 is the atomic number of krypton .,False
36,ASCII code for the symbol '$' ,36 is ASCII code for the symbol '$' .,False
35,the atomic number of bromine,35 is the atomic number of bromine.,False
35,the Saros number of the solar eclipse series which began on -1870 (1871 BC) July 25 and ended on -373 (374 BC) January 9,35 is the Saros number of the solar eclipse series which began on -1870 (1871 BC) July 25 and ended on -373 (374 BC) January 9.,False
35,the Saros number of the lunar eclipse series which began on -1550 (1551 BC) May 14 and ended on -252 (253 BC) July 1,35 is the Saros number of the lunar eclipse series which began on -1550 (1551 BC) May 14 and ended on -252 (253 BC) July 1.,False
35,Licence Plate code of Izmir/Turkey,35 is Licence Plate code of Izmir/Turkey.,False
35,"xXXV (album), the thirty-fifth anniversary album by folk rock band Fairport Convention","35 is xXXV (album), the thirty-fifth anniversary album by folk rock band Fairport Convention.",False
35,the minimum age of candidates for election to the United States Presidency,35 is the minimum age of candidates for election to the United States Presidency.,False
34,Prime Curios!,34 is Prime Curios!.,False
34,"the traffic code of Istanbul, Turkey","34 is the traffic code of Istanbul, Turkey.",False
34,the number of the French department Hérault,34 is the number of the French department Hérault.,False
34,"the lucky number of Victor Pelevin's protagonist Stepan Mikhailov in the novel Numbers, published as part of DTT(NN) ","34 is the lucky number of Victor Pelevin's protagonist Stepan Mikhailov in the novel Numbers, published as part of DTT(NN) .",False
34,the atomic number of selenium,34 is the atomic number of selenium.,False
34,the Saros number of the solar eclipse series which began on 1917 BC August and ended on 384 BC February,34 is the Saros number of the solar eclipse series which began on 1917 BC August and ended on 384 BC February.,False
34,the Saros number of the lunar eclipse series which began on 1633 BC May and ended on 335 BC June,34 is the Saros number of the lunar eclipse series which began on 1633 BC May and ended on 335 BC June.,False
60,"in time, the number of seconds in a minute, and the number of minutes in an hour","60 is in time, the number of seconds in a minute, and the number of minutes in an hour.",False
60,the number of feet in the standard measurement tool to evaluate an automotive launch on a dragstrip,60 is the number of feet in the standard measurement tool to evaluate an automotive launch on a dragstrip.,False
60,the total number of years in a Sexagenary cycle,60 is the total number of years in a Sexagenary cycle.,False
60,"a common speed limit, in miles per hour, for freeways in many U.S. states","60 is a common speed limit, in miles per hour, for freeways in many U.S. states.",False
60,"a common speed limit, in kilometers per hour, in urban areas in Russia","60 is a common speed limit, in kilometers per hour, in urban areas in Russia.",False
60,"in years of marriage, the diamond wedding anniversary","60 is in years of marriage, the diamond wedding anniversary.",False
60,the maximum number of marbles (game pieces) in Chinese checkers,60 is the maximum number of marbles (game pieces) in Chinese checkers.,False
60,the code for international direct dial calls to Malaysia,60 is the code for international direct dial calls to Malaysia.,False
60,the highest obtainable level on World of Warcraft (not including the 3 latest expansions),60 is the highest obtainable level on World of Warcraft (not including the 3 latest expansions).,False
60,the total number of cards in the game Racko,60 is the total number of cards in the game Racko.,False
60,the number of the French department Oise,60 is the number of the French department Oise.,False
60,the age for senior citizen in some cultures,60 is the age for senior citizen in some cultures.,False
60,"Number in Earth years between ""Great Conjunctions"" of Jupiter and Saturn","60 is Number in Earth years between ""Great Conjunctions"" of Jupiter and Saturn.",False
61,the number of the French department Orne,61 is the number of the French department Orne.,False
61,the code for international direct dial phone calls to Australia,61 is the code for international direct dial phone calls to Australia.,False
61,sixty 1 brand tobacco produced by Nationwide Tobacco,61 is sixty 1 brand tobacco produced by Nationwide Tobacco.,False
61,"the number of points required to win a ""standard"" game of Cribbage","61 is the number of points required to win a ""standard"" game of Cribbage.",False
61,a music site named thesixtyone,61 is a music site named thesixtyone.,False
61,Meeeerksem Heiliiiigdooom,61 is Meeeerksem Heiliiiigdooom.,False
61,the Saros number of the solar eclipse series which began on -973 May 10 and ended on 289 June 5,61 is the Saros number of the solar eclipse series which began on -973 May 10 and ended on 289 June 5.,False
61,the Saros number of the lunar eclipse series which began on -870 October 20 and ended on 609 March 26,61 is the Saros number of the lunar eclipse series which began on -870 October 20 and ended on 609 March 26.,False
63,the code for international direct dial calls to the Philippines,63 is the code for international direct dial calls to the Philippines.,False
63,the number of the French department Puy-de-Dôme,63 is the number of the French department Puy-de-Dôme.,False
63,the number of groats in a guinea in British pre-decimal currency,63 is the number of groats in a guinea in British pre-decimal currency.,False
63,"a card game, popular in Carleton County, New Brunswick","63 is a card game, popular in Carleton County, New Brunswick.",False
63,the number of chromosomes found in the offspring of a donkey and a horse,63 is the number of chromosomes found in the offspring of a donkey and a horse.,False
63,"the atomic number of europium, a lanthanide","63 is the atomic number of europium, a lanthanide.",False
63,the Saros number of the solar eclipse series which began on -879 April 20 and ended on 401 May,63 is the Saros number of the solar eclipse series which began on -879 April 20 and ended on 401 May.,False
63,the Saros number of the lunar eclipse series which began on -758 October 12 and ended on 739 March,63 is the Saros number of the lunar eclipse series which began on -758 October 12 and ended on 739 March.,False
64,"the atomic number of gadolinium, a lanthanide","64 is the atomic number of gadolinium, a lanthanide.",False
64,the Saros number of the solar eclipse series which began on -832 April 11 and ended on 430 May,64 is the Saros number of the solar eclipse series which began on -832 April 11 and ended on 430 May.,False
64,the Saros number of the lunar eclipse series which began on -801 August 9 and ended on 714 February,64 is the Saros number of the lunar eclipse series which began on -801 August 9 and ended on 714 February.,False
64,"in some computer programming languages, the size in bits of certain data types","64 is in some computer programming languages, the size in bits of certain data types.",False
64,"in chess or draughts, the total number of black (dark) and white (light) squares on the game board","64 is in chess or draughts, the total number of black (dark) and white (light) squares on the game board.",False
64,the code for international direct dial calls to New Zealand,64 is the code for international direct dial calls to New Zealand.,False
64,the number of Braille characters in the old 6-dot system,64 is the number of Braille characters in the old 6-dot system.,False
64,the maximum number of strokes in any Chinese character,64 is the maximum number of strokes in any Chinese character.,False
64,Number of hexagrams in the I Ching,64 is Number of hexagrams in the I Ching.,False
64,Number of sexual positions in the Kama Sutra,64 is Number of sexual positions in the Kama Sutra.,False
64,Number of demons in the Dictionnaire Infernal,64 is Number of demons in the Dictionnaire Infernal.,False
64,the number of classical arts listed in many Indian scriptures,64 is the number of classical arts listed in many Indian scriptures.,False
64,the number of the French department Pyrénées-Atlantiques,64 is the number of the French department Pyrénées-Atlantiques.,False
64,Number of codons in the RNA codon table under genetic code,64 is Number of codons in the RNA codon table under genetic code.,False
64,Number of golden disks in the myth of the Tower of Hanoi,64 is Number of golden disks in the myth of the Tower of Hanoi.,False
65,"a common speed limit, in miles per hour, for freeways in many U.S. states, primarily in the eastern United States (in the western United States, the common limit is 70 and in some places 75)","65 is a common speed limit, in miles per hour, for freeways in many U.S. states, primarily in the eastern United States (in the western United States, the common limit is 70 and in some places 75).",False
65,"the traditional age for retirement in the United Kingdom, Germany and other countries","65 is the traditional age for retirement in the United Kingdom, Germany and other countries.",False
65,the number of the French department Hautes-Pyrénées,65 is the number of the French department Hautes-Pyrénées.,False
65,"the atomic number of terbium, a lanthanide","65 is the atomic number of terbium, a lanthanide.",False
65,the Saros number of the solar eclipse series which began on -749 April 24 and ended on 513 May,65 is the Saros number of the solar eclipse series which began on -749 April 24 and ended on 513 May.,False
65,the Saros number of the lunar eclipse series which began on -736 August 11 and ended on 797 February,65 is the Saros number of the lunar eclipse series which began on -736 August 11 and ended on 797 February.,False
66,"the atomic number of dysprosium, a lanthanide","66 is the atomic number of dysprosium, a lanthanide.",False
66,the Saros number of the solar eclipse series which began on 12 March -756 and ended on 1 May 542,66 is the Saros number of the solar eclipse series which began on 12 March -756 and ended on 1 May 542.,False
66,the Saros number of the lunar eclipse series which began on 12 August -671 and ended on 27 January 826,66 is the Saros number of the lunar eclipse series which began on 12 August -671 and ended on 27 January 826.,False
66,the international direct dialing (IDD) code for Thailand,66 is the international direct dialing (IDD) code for Thailand.,False
66,the number of the French department Pyrénées-Orientales,66 is the number of the French department Pyrénées-Orientales.,False
66,"the name of a German card game, translated from sechsundsechzig","66 is the name of a German card game, translated from sechsundsechzig.",False
66,the total number of books in the Protestant edition of the Bible (Old Testament and New Testament) combined,66 is the total number of books in the Protestant edition of the Bible (Old Testament and New Testament) combined.,False
66,the total number of chapters in the Bible book of Isaiah,66 is the total number of chapters in the Bible book of Isaiah.,False
66,the number of verses in Chapter 3 of the book of Lamentations in the Old Testament,66 is the number of verses in Chapter 3 of the book of Lamentations in the Old Testament.,False
67,the number of the French department Bas-Rhin,67 is the number of the French department Bas-Rhin.,False
67,the number of counties in Florida,67 is the number of counties in Florida.,False
67,the number of counties in Alabama,67 is the number of counties in Alabama.,False
67,the number of counties in Pennsylvania,67 is the number of counties in Pennsylvania.,False
67,the highest two-digit odd number not presently designating any highway in the Interstate Highway System of the United States,67 is the highest two-digit odd number not presently designating any highway in the Interstate Highway System of the United States.,False
67,"Rapper Tech N9ne claims to be ""All 6's and 7's"" explaining that 6 is evil and 7 is godly","67 is Rapper Tech N9ne claims to be ""All 6's and 7's"" explaining that 6 is evil and 7 is godly.",False
67,"Rapper Lil Wayne released a music video for the song ""6 Foot 7 Foot"" (shortened as 6'7') in 2011 where he borrows a scene from the film Inception","67 is Rapper Lil Wayne released a music video for the song ""6 Foot 7 Foot"" (shortened as 6'7') in 2011 where he borrows a scene from the film Inception.",False
67,"the atomic number of holmium, a lanthanide","67 is the atomic number of holmium, a lanthanide.",False
67,the Saros number of the solar eclipse series which began on -727 February 20 and ended on 571 April,67 is the Saros number of the solar eclipse series which began on -727 February 20 and ended on 571 April.,False
67,Buddy Arrington's best-known NASCAR car number,67 is Buddy Arrington's best-known NASCAR car number.,False
67,the number of throws in Judo,67 is the number of throws in Judo.,False
68,"the atomic number of erbium, a lanthanide","68 is the atomic number of erbium, a lanthanide.",False
68,"in degrees Fahrenheit, the ideal temperature for developing black-and-white film","68 is in degrees Fahrenheit, the ideal temperature for developing black-and-white film.",False
68,the number of the French department Haut-Rhin,68 is the number of the French department Haut-Rhin.,False
68,"in the restaurant industry, it may can mean ""put on order"", being the opposite of 86 (number) which means ""take away""","68 is in the restaurant industry, it may can mean ""put on order"", being the opposite of 86 (number) which means ""take away"".",False
68,the number of sectors on one cylinder of MFM hard disks with 4 heads and 17 sectors per track,68 is the number of sectors on one cylinder of MFM hard disks with 4 heads and 17 sectors per track.,False
69,"the atomic number of thulium, a lanthanide","69 is the atomic number of thulium, a lanthanide.",False
69,the number of the French department Rhône,69 is the number of the French department Rhône.,False
69,the Taijitu,69 is the Taijitu.,False
69,the sexual position,69 is the sexual position.,False
69,the number Bill and Ted were thinking of when talking to their future selves,69 is the number Bill and Ted were thinking of when talking to their future selves.,False
2,the resin identification code used in recycling to identify high-density polyethylene,2 is the resin identification code used in recycling to identify high-density polyethylene.,False
2,the number of polynucleotide strands in a DNA double helix,2 is the number of polynucleotide strands in a DNA double helix.,False
2,the first magic number,2 is the first magic number.,False
2,the atomic number of helium,2 is the atomic number of helium.,False
2,the Roman numeral II stands for bright giant in the Yerkes spectral classification scheme,2 is the Roman numeral II stands for bright giant in the Yerkes spectral classification scheme.,False
2,the Roman numeral II (usually) stands for the second-discovered satellite of a planet or minor planet (e.g,2 is the Roman numeral II (usually) stands for the second-discovered satellite of a planet or minor planet (e.g.,False
